stellar_mass	orb_period	planet_mass	env_mass
1.24	-46.37949639970949	-6.28113489824886	-1.1621389585204356
0.88	-13.54146687792683	-2.689346862847173	-1.1205671361497889
0.57	-45.812068085218876	-2.06619512550947	-1.2905361444235914
0.96	-31.994147884262073	-4.97891963383194	-1.2035771610182606
0.95	-18.089503000324104	-6.028785449960946	-1.309130285703951
0.8	-14.819884364476499	-3.9331763721003017	-1.2210815333499951
0.52	-35.189866609967225	-2.8677090199563846	-1.0849353447466892
1.02	-32.219452206107775	-5.263188069763798	-1.198769955655159
1.22	-34.142021985192564	-3.7657765404112213	-1.0579037706085375
0.98	-49.50858635719261	-1.7215733545597423	-1.0929775708363658
0.32	-43.06103255108184	-1.909953335790211	-1.1996857581625477
1.15	-43.61460500139184	-3.048040474883046	-1.2355528742369635
0.97	-28.910646368188072	-0.7653097402930655	-1.3068197037801115
1.02	-34.50596591846826	-5.0798497092327395	-1.2803211453310013
1.01	-28.026832808503926	-2.6227576874750627	-1.017207289908852
0.98	-22.467932509736087	-10.058649273269527	-1.044849275008443
1.12	-35.85829318382623	-3.458128937098114	-1.0485254904635015
0.93	-20.801181342144282	-3.105665139459006	-1.192987583673119
1.11	-15.67868563225387	-2.4495673109656195	-1.2052590159539123
0.86	-19.71226223806832	-2.035654857619125	-1.08665272853212
0.9	-23.92721574070718	-2.1996637370815812	-1.2186220671086787
1.02	-33.15266994086903	-3.431184881395252	-1.039477366829185
1.15	-37.38399086732486	-4.569484463412115	-1.236933154129292
0.75	-35.52574997965242	-3.093243380801339	-1.2710964705633974
1.18	-16.133529024874505	-3.7051332335220413	-1.0990970765051482
0.41	-32.68607775284684	-5.5624580245078805	-1.2169033393040614
0.8	-27.031308144895007	-6.814284981239599	-1.1712630998571396
1.08	-29.08291138633337	-5.0378095608079185	-1.1764085327965716
1.09	-17.691237519938305	-4.963765604076915	-1.202833666734488
1.08	-26.213097668946993	-9.032085014489235	-1.090028228677251
0.91	-37.96910391763114	-5.666255639524311	-1.0436183175928004
0.82	-12.645162280998733	-3.966977777197372	-1.3198623481094731
0.63	-30.950458430146547	-3.1558143445425273	-1.223117469792215
1.02	-45.660811117381144	-4.289125161902563	-1.0462649435365516
0.99	-19.995428591521154	-3.0782493899332097	-1.064547067601245
0.9	-28.19298226735861	-4.546140786576884	-1.1836240451384676
0.51	-12.046315079853267	-1.4030861537720862	-1.2874866709107653
0.78	-38.97217708146084	-6.45550884178898	-1.3175497517298131
1.09	-34.732369608748954	-8.771604602373614	-1.0310265160489924
0.78	-47.046062427538416	-2.6653505197024154	-1.2551500174051549
1.0	-11.776095170211928	-1.71481830738446	-1.0604110839192349
1.12	-31.011603261594335	-6.432178230220551	-1.3441229271478277
1.11	-23.58559067625658	-1.12178634447157	-1.1939707317787154
1.14	-48.26741493053354	-4.092207352528202	-1.292266152230369
0.75	-40.776556073434314	-7.341249460539521	-1.102729206960531
1.35	-38.67250741504819	-6.209929332582615	-1.0892149265946707
1.03	-44.71611735846541	-3.382938053482289	-1.1539615795581024
1.1	-29.101894733608063	-4.77369458568585	-1.3224036472106644
1.21	-12.433910470092728	-7.4916131166216005	-1.0866060477292632
0.54	-25.35962556097389	-1.77385077609477	-1.2931832092279694
0.82	-21.443175308454776	-1.9997664295923645	-1.3446945659380514
0.1	-26.924444156980712	-2.283093379844174	-1.207732849201233
1.16	-25.836713578154527	-7.057593156563511	-1.0936331811398052
0.85	-21.18070454297975	-2.0742412700025574	-1.2968991209410559
0.57	-38.275182074719595	-0.5828205221391487	-1.3199270979260718
1.0	-26.456452119847672	-2.632495706929477	-1.010519014721854
1.08	-41.4687551825036	-4.996382564646121	-1.1850008510049435
0.39	-32.50556758213899	-10.218290748415855	-1.0277468317844585
0.83	-18.994870941660903	-4.169433295004278	-1.1669563869307091
0.88	-11.848585430952214	-0.7403761759702236	-1.0701997891852582
0.46	-41.37569110391526	-3.5224120126646623	-1.0929208829418235
1.09	-11.650911751700468	-1.8938609150714725	-1.0717466694744375
1.09	-11.300298732150473	-5.4408542293980675	-1.140783385014252
0.88	-42.65801600683546	-4.695798870919832	-1.1834731347344691
1.19	-37.09526387413682	-1.394805045116142	-1.3179636318816748
0.82	-23.424469525611205	-7.536126168327451	-1.252754196939644
0.9	-49.617033943164074	-3.4834191943811614	-1.1378969358612268
0.49	-30.447015849711704	-3.5868499405640053	-1.214717858183212
0.87	-46.28013902412834	-4.332442908364226	-1.1394410505174308
0.96	-18.673796333011417	-2.3856022802988925	-1.1737572438582757
0.96	-41.95446292109615	-6.621332762129123	-1.088366312135558
0.87	-28.23487776099673	-3.6695825454302153	-1.3254312868914377
0.87	-17.606185896061362	-0.2934563319914496	-1.035398121353651
0.9	-21.04538670732839	-3.533759903514223	-1.0775572963936677
0.28	-16.82933354248138	-0.8013387554540012	-1.2837881160356772
0.64	-21.43906459179698	-6.139544245150105	-1.1644999110136667
1.12	-43.20464513080217	-1.5786102427219872	-1.2358103492561716
0.93	-38.53880865740973	-2.8429627009943648	-1.1481533701862632
1.1	-46.84104482383138	-2.6889641231642427	-1.316538877866917
1.11	-23.71770836326607	-0.9599105885362589	-1.3495514668544626
0.96	-34.667062520088585	-6.756232894563476	-1.2499632219427224
0.66	-28.15691444404022	-0.6987562310461546	-1.0268635121290774
0.81	-17.853678128533936	-6.1359247574799305	-1.0205734380765892
0.84	-33.65543098826019	-2.1836562186419552	-1.0343936410811907
1.05	-17.861249948962225	-4.568419836303809	-1.2114792573643698
0.83	-18.87164888609867	-6.493142744413172	-1.2004940271112505
0.99	-36.58829692029361	-4.364248088715462	-1.101573890068111
1.14	-41.51490067328214	-6.108552858077	-1.187580013186884
0.84	-35.97512850921815	-5.161382509704859	-1.0442491575679003
1.0	-45.47255717422718	-1.226349162014883	-1.1080456423483667
1.08	-49.694223854275855	-1.2797124305689622	-1.3332605512059168
0.79	-47.806623311582996	-2.9543395411054725	-1.1418389255309982
0.94	-25.782823588736825	-1.6674029014087748	-1.2876023955404352
1.27	-30.59175340604518	-1.4139649683465394	-1.2615031915407267
0.97	-42.39225076225781	-2.297681665198856	-1.1331429514777571
0.94	-42.098932104558074	-5.214049304032745	-1.1466094475865514
1.15	-37.789783295530555	-2.5367979724777245	-1.1254959754162563
1.31	-47.434328823359984	-3.1327524813195797	-1.1877652027979775
1.0	-28.828239035200482	-2.213000275984409	-1.339150647020985
1.18	-13.033139416360534	-0.7222197062243673	-1.210340899498228
0.78	-19.777025672457928	-2.5975221319191055	-1.2263515908038631
0.98	-48.12786549848738	-3.291613438011571	-1.2157165144587567
1.28	-45.71076013352575	-2.6169193999660205	-1.1514868523737483
1.18	-26.04038458961533	-5.6281694871658186	-1.296699616384258
1.01	-38.29366243791867	-7.794086872439227	-1.1663265206307727
0.94	-42.399053731663415	-2.6614572952126205	-1.2899691283738723
0.96	-23.84302344390139	-8.841671594502497	-1.082112163001217
0.47	-19.719547828090857	-3.4789353297668235	-1.2148430311940137
1.05	-47.40649181246013	-5.77153209952535	-1.209133333316726
1.0	-41.54656905036434	-6.7962636979337105	-1.3248895908368163
0.98	-27.76118470006122	-2.2161801838211046	-1.1327141689055529
0.89	-34.358478232783185	-2.590628570175017	-1.3007828082255637
0.87	-39.155612384268515	-1.6523685851793897	-1.3099196297626208
0.4	-12.2216797007245	-3.1358823895108214	-1.20137044961719
0.89	-10.458271123664215	-4.205259664335708	-1.2882883077491605
1.07	-12.264637662697787	-3.3740179109302195	-1.3384977265500013
0.94	-49.10540983781595	-1.8189497683916354	-1.3222164963569505
0.85	-33.174360677754045	-1.7122107182790511	-1.1801163607062322
1.06	-16.848480667519297	-4.994708252969957	-1.0720578518503256
0.73	-22.094232833229086	-5.231361802283764	-1.1689368288546498
1.38	-28.893771693599795	-6.642044927455014	-1.2478650380873295
0.14	-36.06475430444357	-4.301506180203374	-1.1251428446272365
1.26	-38.254377690944395	-3.449773550030546	-1.161868618150058
0.79	-33.35555836829841	-2.0180100738387106	-1.2846553350217929
0.84	-18.08185325320465	-4.094985723387387	-1.0810118280190133
1.33	-12.41824749065636	-4.9375708003812	-1.1603330424788918
0.93	-25.06813265855108	-0.4049135457914108	-1.171707771673857
0.86	-29.944756443995402	-3.5149876300063463	-1.1338109556514615
0.83	-21.796266008346517	-2.0293123768816415	-1.088959221229146
0.88	-29.875690706214627	-1.9535977199813588	-1.0854100993783526
0.93	-39.34468427954198	-1.9996835775387218	-1.1021875214975303
0.68	-42.977039146453194	-4.443026586709694	-1.2182939280191971
1.03	-20.205626669917415	-2.005138043140027	-1.2078829063877676
1.19	-42.04999694418926	-6.029339674841886	-1.0119282143001573
0.62	-15.308315431839187	-2.924385466913792	-1.134666562217011
0.83	-26.942919929131687	-2.962627739110159	-1.147968967739578
1.19	-34.01551522920301	-5.806830615306518	-1.2156088180780205
0.87	-17.606061453589035	-5.775065023113949	-1.2880331555909539
1.08	-21.04882860302185	-2.5470338061870486	-1.1168340353250255
0.99	-18.302872450713494	-4.716311108694345	-1.217025457092372
1.1	-11.227891551486016	-4.025057625773285	-1.169478543659742
0.29	-18.139981265259113	-1.9969604475262364	-1.0239350363929125
0.39	-44.41685509822219	-1.267313237761915	-1.0907361278722416
0.88	-33.147500593314966	-2.133560872916029	-1.130044224216965
1.27	-36.95887511502063	-3.8809528190658735	-1.1810514654356532
0.81	-28.058628227981757	-1.542072220317601	-1.1778149701556073
1.0	-40.944511889680065	-3.3318409364115844	-1.1329804910721093
0.72	-29.768329955775034	-6.619182256312289	-1.1054658077371986
0.73	-25.61638004081437	-3.70577109786821	-1.1643711249441584
0.82	-26.527284694792105	-6.762701981719011	-1.07217549168699
0.99	-48.01037573193688	-5.946903752774714	-1.1870004841817285
1.06	-21.79192327794162	-1.6068909871210253	-1.2602798373986068
1.1	-25.200785927476627	-3.1799780622822515	-1.2236348813050957
1.06	-32.54626426458884	-4.670313012728774	-1.2817308887600447
1.21	-41.84497871317825	-3.6477645820706215	-1.1891255908280507
1.06	-36.29977215922085	-3.830085537063305	-1.312290699778139
0.94	-44.6655500226565	-4.13064259065551	-1.2647499050194393
0.91	-23.8893755229876	-3.4991266319716745	-1.0116995749837214
0.54	-15.632811503420495	-6.040742083241494	-1.1876924879674535
1.0	-42.21890865811696	-4.365317667768377	-1.0346051222716173
1.13	-32.26832795835744	-4.420792700289598	-1.1213885237275423
0.91	-18.719097806882132	-1.673177414153571	-1.0407190207356236
0.7	-31.18580334966427	-8.457424070723704	-1.2379766386593627
0.95	-25.343280426020158	-1.0613695928777185	-1.0371834461107075
1.0	-36.32237016204574	-6.184611029903639	-1.1842425931798448
0.26	-20.14179824367509	-6.043871289601659	-1.286355641914697
0.87	-23.412629436890263	-3.4215463606049514	-1.2617131550914564
0.9	-15.85990567707821	-4.731433007495576	-1.2904994813827133
0.91	-21.60448957903316	-3.0242031497472697	-1.20546633459197
0.75	-14.675847304419394	-3.849060633947608	-1.3459069135900756
1.0	-33.00452455226909	-5.85026007140404	-1.162702926516572
0.77	-46.56446445294671	-3.109363479072546	-1.042513262849718
0.84	-47.41088247457414	-3.573259346596143	-1.1139317947891152
0.9	-21.486583329163746	-5.07498105857621	-1.320508219923524
0.56	-26.002164073341127	-3.3725720698175827	-1.1429139243587547
0.94	-12.103648535321692	-4.279543694644661	-1.1888613653980216
0.85	-18.391285223108326	-3.765612215637721	-1.018057035117333
0.96	-19.67895409826109	-1.4545486849955456	-1.3384425978385224
1.17	-35.627847974072694	-6.834457986320476	-1.1650134139952177
1.0	-24.100204288991275	-5.995596146848027	-1.2098179827292095
0.76	-17.341717826763524	-4.7181179847488846	-1.1442848567890898
0.81	-11.796496997139801	-6.730256388134685	-1.1897317338288618
1.03	-43.25135359140309	-4.190689645045242	-1.0568495959351092
1.12	-15.038685257003088	-4.026405847581627	-1.206663743262276
0.99	-38.68186993351389	-1.7270020394925867	-1.3322000590905256
0.55	-31.443410128160668	-2.596524768887121	-1.0773553737423125
0.99	-20.07716952859345	-5.915560480227985	-1.213609010200118
0.89	-32.15363023295561	-2.629264058052363	-1.0556964546518368
0.94	-27.718690710324218	-5.731318202725133	-1.326397145155566
0.89	-16.29967525624142	-5.713031952810378	-1.0649730659759287
1.11	-11.875500969776844	-2.8311042337591346	-1.0684270027189273
1.25	-23.126348537538362	-1.8654762742949937	-1.1577000500737402
1.09	-26.514713865200484	-3.3972854858087613	-1.15010813056053
0.44	-25.073830378494762	-4.217779961321366	-1.1027160665751763
0.91	-33.3721511813891	-2.297625050364833	-1.0618326308103185
0.6	-36.20249971869034	-5.767382516871148	-1.1706883375714587
0.55	-28.83857786591049	-4.4947762894187555	-1.0291958983400502
1.12	-25.90986593250483	-8.864569013226946	-1.2695156568914345
1.0	-14.275408740588137	-1.0706990596281472	-1.317285826566222
0.88	-29.835990865850555	-4.582995031942351	-1.254160863025544
1.0	-48.139364624004855	-5.053259176241565	-1.254379801220882
0.9	-48.50339394396127	-4.554796073422814	-1.1061277793808342
0.8	-19.620111415240146	-1.0890915330233604	-1.0360209601437163
1.08	-38.288333505760406	-4.576651096514298	-1.21192503591551
1.08	-31.955875421012973	-6.268312537062737	-1.2480426172880112
1.02	-10.100844650770524	-2.256618904176073	-1.1356105641293897
0.88	-38.119984043304385	-1.1231756610023291	-1.3199812982534271
0.59	-30.974116997341635	-3.6831126562272503	-1.115682386356852
0.92	-25.58426721453735	-2.7551821495297473	-1.0126434242969762
0.97	-33.23564296498309	-3.5529900739354296	-1.0827519660207756
0.94	-39.95718335779882	-3.9549574014259834	-1.1519802938801422
0.56	-23.755714917722003	-1.5152553625465335	-1.238158205618309
1.0	-32.32734472424211	-4.505601904942274	-1.0901722016558957
1.01	-18.132318589904315	-5.651860017008516	-1.2188844405050625
1.28	-41.444456069134844	-7.403010145868615	-1.1537532581177161
0.33	-30.094567879618022	-6.488399210960512	-1.102417818741515
0.1	-10.29941226906336	-9.963716433633152	-1.2468917177230499
1.03	-35.95273082803372	-3.0303194510673848	-1.1041231579105009
0.73	-36.876190741206045	-3.5677126498931444	-1.0464489783459914
0.48	-33.89244139315931	-1.7774652131787079	-1.0282334306632626
1.27	-23.454603487896396	-3.1546232307508553	-1.066405775344196
0.64	-11.65045415405357	-0.39331525224056096	-1.2492690403882833
0.91	-35.261660530583	-3.958814599843257	-1.1865870814691128
0.96	-26.538630351449367	-5.471642377416438	-1.016429265349104
1.2	-43.73841106786833	-4.579709195992484	-1.152297411472139
0.97	-16.214434181180902	-1.6990466240877522	-1.2907757447007284
0.73	-36.90240859712715	-2.6733868773417244	-1.087578200846351
1.1	-35.400223102223684	-2.6140599002686127	-1.03199136974196
0.84	-44.244037270908315	-4.373338619277456	-1.0596339604015232
0.98	-42.29756944489582	-3.206373319947888	-1.24912354004039
0.91	-27.250058549182707	-4.249310603331889	-1.204225458569462
0.93	-30.912158032729835	-2.8631082077746672	-1.316634564419405
1.35	-39.500124531713325	-2.1935581816580076	-1.090399888920784
0.94	-35.17534058977306	-7.7777673107378185	-1.1368364298620082
0.94	-25.24504418194832	-0.6189735445691753	-1.043023275123261
0.77	-27.47000481963619	-9.624171393712043	-1.2491915798337658
1.3	-44.48101943501827	-5.524113927090377	-1.2066003484736723
0.34	-19.333684055919544	-1.925200601396754	-1.2714227265562232
0.96	-23.38140165934631	-2.68376404284661	-1.1179372917641948
1.03	-49.32169984445561	-3.194626875628807	-1.0512986289065236
0.5	-35.41027890400813	-1.0073632244137838	-1.348625066710754
0.97	-15.54196996561847	-5.3800086887761385	-1.2470766590916795
1.24	-13.32984107249744	-2.950547257602964	-1.1864881486988534
1.15	-23.423713698521897	-3.8887527158426307	-1.3343926358140457
0.71	-44.45711143407809	-3.037896922127589	-1.0974528536527952
1.05	-37.626707143410776	-4.814609705225045	-1.1451659066423552
0.93	-48.86266744992922	-6.276219918294455	-1.2271153001734398
0.86	-46.595712960912515	-3.1396827682175976	-1.0489824959605833
1.0	-20.745953576085896	-6.286100407383294	-1.3332336533362783
0.93	-28.411328162659252	-5.628761183150326	-1.2178815909800578
1.09	-12.578870243347655	-5.8665321709829055	-1.1819401261784448
0.88	-39.29947924603228	-10.403010813811662	-1.2534162778515803
1.01	-34.776845403398575	-5.000942983459723	-1.1411607908309567
1.01	-47.19131661941868	-5.454769838129415	-1.0184389935482991
0.96	-23.396677282897883	-2.5287633216868777	-1.0917606544649205
1.15	-30.429497580469565	-2.2438750968370478	-1.0811344684686197
0.79	-49.21539089488394	-8.397373875239005	-1.3005747699612669
0.97	-18.92054592930532	-5.270992295649757	-1.1078271702321285
1.03	-29.653213556420255	-2.7536440182073156	-1.0444756119441507
0.95	-31.699593762266367	-5.022764513283069	-1.1781146876305615
0.42	-43.62849362344795	-2.02875428434263	-1.2798452672662146
1.01	-36.21693112393155	-2.0962373861842147	-1.050806429866795
1.13	-39.42405209513329	-3.182345075609086	-1.0800376873053317
0.88	-29.388489808544314	-2.4505472008302016	-1.1998865216975745
1.31	-48.095409110216465	-1.3911731992397027	-1.0212197769825275
1.05	-28.671360414732963	-4.840607961154354	-1.1310995730131101
1.24	-38.23857290430834	-3.180062699039456	-1.1955950884049498
1.32	-37.86514698593422	-7.281812749601952	-1.2423962615531166
0.72	-25.44343642292578	-3.2221619379590436	-1.2233544766794522
0.81	-35.42224125868713	-1.9192124740365555	-1.1741184967386828
0.97	-42.85025507017223	-7.584853606862835	-1.1632411812024754
0.73	-41.25331640328673	-5.956000548274597	-1.108041115797039
0.35	-22.78612564691735	-4.319310514983217	-1.0290446062382987
0.79	-43.32926633727937	-3.869411273340613	-1.2964426227239476
0.88	-41.670157161703166	-3.698146124471542	-1.2802704522193795
0.96	-12.292023379021275	-2.1403089125978356	-1.0184319623122922
0.72	-20.481845764633107	-7.585025575322753	-1.2042399610905918
0.88	-43.49853458950719	-5.3676207881573665	-1.2939125273656407
0.62	-39.032330287784546	-6.2668804025790505	-1.2478232028045237
0.98	-21.211623947804085	-7.7464508260097205	-1.2876031335263447
1.12	-48.423349941597856	-3.1327184537820005	-1.162691685155882
0.9	-21.159471260638824	-3.8576277282640916	-1.071487576573763
1.06	-11.343532837552583	-4.463598564170217	-1.0517858719758848
1.04	-46.29691633601186	-3.2428785503291984	-1.0810150282944828
0.55	-49.55000760453936	-4.778364054176864	-1.0392982006862173
1.11	-23.01644073863357	-1.8046889208692374	-1.295612729597566
0.41	-23.64736190156559	-4.992479007549373	-1.3231835873340894
0.7	-12.462045635958741	-2.0919674190507824	-1.1430808334289566
0.88	-34.58739932120436	-3.681554572873302	-1.0153642789552715
0.94	-32.20719854273169	-2.017043954649021	-1.1355984242830857
0.83	-26.298243384042543	-3.1718612411986165	-1.0543941932508223
0.9	-39.500519631902705	-6.875283158291095	-1.1647424609582882
0.53	-32.126562621037536	-4.026853809256822	-1.0195093414085679
0.9	-32.982479716004086	-3.6893282249251556	-1.1092579747883435
0.95	-36.757927336060675	-3.8619135124397586	-1.094050841647677
1.03	-21.591828218792372	-2.8255902811274383	-1.2370764093220477
1.1	-29.043438959945618	-2.477072925796577	-1.0344770364337945
0.97	-15.007116180057526	-6.18615429802626	-1.23056122820492
0.91	-34.716740481386616	-5.2092201688952535	-1.1654579088630244
0.81	-24.451221199772426	-7.664231854593851	-1.271647217654467
0.73	-15.118633602314041	-1.0803053487438727	-1.3033690835351932
1.03	-33.30842380064239	-3.62080454983032	-1.1378026994939265
0.9	-15.035045819275648	-3.140387065429403	-1.0890001240187235
0.88	-11.580530640294317	-1.9725827808007876	-1.0882467221060674
0.81	-47.21185862530008	-4.518426865180553	-1.1741039404369755
1.13	-18.816631129519344	-4.667329401365361	-1.107998576158584
1.02	-35.219170063753566	-4.17485775809894	-1.2925014839061533
1.08	-24.5248317207027	-1.6105827178042165	-1.3460650813226074
0.91	-33.41226832314521	-5.436808976380057	-1.0195350188184433
1.0	-20.209000020345165	-3.4772428374150346	-1.2465225929446682
1.1	-38.26172014001408	-5.217921636209288	-1.2918760775276823
0.66	-19.058297700038217	-2.9860336612808256	-1.0466322146743232
1.21	-17.594817491458514	-2.497500938467094	-1.2200976160685777
0.9	-44.01416223624234	-1.474365655129764	-1.1594577910713195
1.06	-29.300840730692066	-5.091336222777295	-1.086296031111747
0.99	-21.069565381519666	-3.8052338290200636	-1.1227345332201195
1.04	-10.239131424257124	-1.1970167687315776	-1.1003826687284795
0.85	-29.232870635088396	-0.5285662714859839	-1.2181542876651668
0.97	-17.129685613254008	-2.014197608188135	-1.0246311008125775
0.88	-15.710689636586759	-4.792932665868222	-1.082320156745463
0.97	-23.421671562620297	-4.30059090577221	-1.1784241975364638
1.0	-26.800208071974065	-2.5003276558370993	-1.060310867907592
0.62	-24.695312690573985	-6.928948202626422	-1.0918051292813684
0.86	-20.468432918233898	-2.8369053683454952	-1.159397024876569
0.82	-26.072313415151864	-4.00919442616317	-1.2247425425908514
1.09	-10.804552404027458	-7.943045772429681	-1.3182459806778672
1.03	-38.692084829203736	-2.1282990060216775	-1.130448150601068
0.54	-11.126930265520802	-6.070765938420292	-1.2653641364349462
1.18	-40.90033252954853	-2.8635230337905044	-1.1253367578017681
0.89	-33.21849846873533	-3.3402601704352213	-1.1230113725996498
0.62	-35.483873011833545	-1.8333695012611564	-1.1905626400664422
1.11	-27.87048760046214	-2.4088543391054715	-1.13411080816005
0.85	-32.36440039436503	-1.371406611982532	-1.1017157851361103
0.81	-28.349012789757936	-2.1342985445027094	-1.2844961048987555
0.7	-13.8607158538994	-5.16437761766893	-1.172236646775961
0.96	-23.441762808658616	-8.554065937919106	-1.2189035123980845
0.65	-14.508036524500113	-4.165839282659365	-1.12417298881837
0.99	-45.61641568107309	-0.37882040280195434	-1.318236879154244
0.87	-33.679092218624106	-1.242012494578237	-1.1793035524778543
1.04	-31.130894638727362	-2.2958361154890534	-1.1094166296077193
1.01	-15.252717095400419	-3.579587929771754	-1.1729442087382267
1.15	-33.756775874812995	-1.0765645820609893	-1.3220303748094686
0.87	-37.08880477537614	-4.846980996043228	-1.2372699717499893
0.78	-10.288072571714677	-2.7121950117431046	-1.2130760257208182
0.91	-46.720875832644175	-6.586855559175763	-1.202514734978121
0.91	-20.206607487471505	-0.7552977013187604	-1.1223705558004344
1.2	-20.291716484709138	-3.676185643498575	-1.2550274185670203
0.81	-28.232024954147228	-2.9549819962490806	-1.1431952712891396
0.76	-26.943689649317598	-2.736847052489769	-1.2329308426638417
0.38	-11.642944559421618	-1.296367678900664	-1.1350141709284711
1.0	-34.453984114229655	-1.5403679913926702	-1.1868873257060037
0.77	-26.61950121188446	-2.660585075359914	-1.1640802999503774
0.45	-15.09343044994354	-3.041111205193399	-1.1097400497062035
1.16	-43.67194856408102	-3.2595058059941833	-1.036448914096877
1.09	-19.50300545187165	-4.980799211542114	-1.1484354442732179
0.94	-36.338176405762	-7.087486489573999	-1.2687075114374637
0.91	-36.742014453487556	-1.7704392832757203	-1.0405194897890246
0.92	-49.89174533081198	-3.3109533008453154	-1.2163258814085696
1.04	-44.42567942681214	-4.034678867536041	-1.2369473526773338
0.89	-32.29873118499485	-4.843543763965485	-1.0150282458952844
0.79	-49.393432133059434	-5.066110953293717	-1.11533902997576
0.85	-30.243715867395508	-2.559730097451565	-1.0424039591011351
0.7	-34.54495298594224	-3.322836934507501	-1.0745933362367481
0.76	-11.095528642313898	-2.5703497242720226	-1.1570087525409491
0.76	-12.002179731158567	-2.2855523490520744	-1.0238940776712835
0.41	-13.389845439792015	-5.868842058394905	-1.3168546794639833
0.83	-36.86349812971649	-3.0153436106993476	-1.0412402239865177
1.14	-35.21346437035003	-5.57119655157606	-1.159291929961709
1.0	-11.76353659378023	-0.9478640987645907	-1.204299124401474
1.13	-29.177272561933396	-1.2609358688818921	-1.0608702813531679
1.05	-36.07434724344789	-5.799490766059403	-1.1957101638554644
0.55	-19.927402590305352	-5.986184206084349	-1.1951852744304519
0.9	-49.709822168323335	-3.106459632255083	-1.0973210016894783
1.09	-31.687998007814873	-4.396207900960883	-1.014618449165097
1.34	-41.44890738794048	-4.557909418007327	-1.3326123478455842
0.99	-43.45279854417059	-5.583225855752702	-1.0477719754655206
1.14	-40.592793717769794	-0.9364408759043659	-1.2570752458848014
1.11	-48.14169922191972	-4.2600590662172895	-1.0713159647710537
0.3	-49.080091975929136	-0.954220668069478	-1.3497832539736316
0.56	-30.20897738679053	-3.441510544144343	-1.0811776326295723
0.79	-13.681522167104575	-5.433375484179731	-1.0620617671663892
1.05	-28.91177292766144	-4.418799171163808	-1.095428294375329
0.95	-37.93055856997095	-4.6562362157638315	-1.1165818316961302
1.03	-27.81849960350098	-3.1307614087843936	-1.1868883032030577
0.54	-11.75996131780153	-3.0981754910670647	-1.330564555999638
0.74	-36.135552943538954	-6.072391584526358	-1.3262717093609322
0.79	-48.940659777207415	-8.635168454914343	-1.0354557675272955
1.05	-47.21620891166633	-2.8469379205578274	-1.0466480129586775
