stellar_mass	orb_period	planet_mass	env_mass
0.17	-12.367848664637739	-3.709801383745222	-0.3276516788576843
0.97	-17.176338976722874	-2.094968828427189	-0.0694814183914053
0.57	-35.3702573151105	-3.733622500384957	-0.33781105213970586
0.75	-43.43898556768825	-4.6111862784860564	-0.5842353422462233
0.9	-36.2483392994127	-2.725802522726463	-0.14245335401391815
0.89	-25.481947103263458	-0.5562852409138423	-0.001977000163430105
1.15	-34.330867350859585	-1.3476805325587549	-0.02129313153911848
0.64	-44.32622139611649	-6.5582680220987895	-1.5021880500167768
0.99	-15.724108794827721	-4.1660672659028135	-0.45567212105298677
0.96	-44.439236703083004	-3.091345741326027	-0.19433311698128664
0.97	-33.633503344908085	-2.760829008545419	-0.14812942713994695
0.82	-49.46420591081877	-6.730779676711794	-1.6329519202359508
1.04	-29.508206928570115	-4.154591128530077	-0.4421367563932707
1.29	-27.987358848532043	-6.060607209566257	-1.2260197425229007
1.02	-51.68798062134749	-1.8723167067284225	-0.052232655406439205
0.32	-24.324782164089015	-4.090999656806156	-0.4235281263993287
0.67	-22.150950771111358	-2.6725411559412477	-0.1336426646375556
1.17	-48.15072114702239	-1.0711716022300253	-0.01141624900524757
1.11	-55.873817076512864	-7.410473208436461	-2.116884248005344
1.27	-45.12883829611686	-2.5879742092783915	-0.12216206155082229
0.8	-12.132538631844804	-3.304586986138223	-0.23909870323283558
0.51	-19.931850643526026	-1.9274520102624724	-0.05563750860893241
1.17	-11.773976583168151	-3.8225263197979267	-0.3551416933698504
1.05	-18.471969577165588	-4.803670300321517	-0.6566155203838763
0.83	-53.68820350281854	-3.4609679384532814	-0.2764146193461686
0.89	-15.4936805847147	-1.2772250883433633	-0.018486246193136456
1.17	-44.1076787642485	-3.8168549043989306	-0.34019625388354324
0.91	-54.33257620613219	-3.937757742896407	-0.38794138064518086
0.94	-15.087782892971571	-3.8296259493819957	-0.3568459106775414
0.88	-40.06785229793217	-5.822732848633611	-1.1130134165637704
1.06	-46.181757161873755	-5.218654772450014	-0.826751998070322
0.69	-41.420565001090154	-0.6604578290158374	-0.0031383759301927203
0.97	-44.68835338666174	-3.932232286206583	-0.38371603946996924
1.0	-42.77558779588767	-6.231681229606817	-1.3357663966912807
1.1	-47.13698721088902	-2.1206881377356623	-0.0719394827977245
0.73	-49.508417670064425	-1.5332983440357042	-0.029910062359742518
0.38	-27.267019283196504	-7.186069343151725	-1.942649884652003
0.36	-56.737595729571666	-4.757303804805442	-0.6347200386582177
0.92	-32.93990783875136	-2.689227075110919	-0.13581297316668645
0.93	-27.181658735281157	-2.4591998285025167	-0.10637667552740798
1.05	-49.487778544198825	-3.1403300973507795	-0.20880210344642058
1.14	-10.95971968504558	-1.953292144025888	-0.057990383060765656
1.11	-14.136714026528448	-4.7904669499266035	-0.6482929645030262
0.59	-50.983207848822	-2.0492738724655424	-0.06564614538461146
1.1	-57.4095508421627	-7.21979684770008	-1.9320779216434347
0.7	-26.19214193759142	-1.48855606670753	-0.027278532847907704
0.87	-33.74713808348113	-5.371624320828553	-0.8780070793753121
1.15	-42.25731380639624	-5.421677677278211	-0.9268192412482896
0.65	-37.59738213283529	-1.1907019712403568	-0.015136727003061377
0.83	-42.01400991401297	-1.1724888542957634	-0.01448836785413495
0.94	-24.1379257331824	-4.483854020203994	-0.5426730735386783
0.91	-16.889341953246102	-5.184240281251417	-0.8046898006936796
0.75	-55.68144223154065	-4.411026071106527	-0.5295958067403707
1.01	-35.02024237688808	-1.0419028167709272	-0.010530947261316132
1.01	-48.0459770573143	-1.993236895246718	-0.06051836335681642
1.3	-16.43679031840374	-3.490087785506438	-0.27924464544909056
0.92	-21.277994795399405	-3.7479262498718207	-0.3310136962150615
0.91	-37.38633802188923	-4.372312506174254	-0.5059088636263854
0.92	-22.30998996074178	-3.541475256175823	-0.28799768973531303
0.52	-37.17765600011495	-1.3302271974416833	-0.020539371659148493
1.06	-58.26506697548461	-2.6288738893500647	-0.13050824400578567
1.04	-34.16956521293163	-3.314349503389812	-0.2434341603122796
0.8	-45.65134796780695	-5.070758534912066	-0.7691591026493786
0.89	-56.828337189929336	-2.783893457443393	-0.15001216718467492
0.98	-43.7444202059461	-3.366192841624205	-0.25303947255999043
1.05	-23.148489963136186	-3.47291249645355	-0.2708056979807014
0.67	-13.902153589789421	-0.8962807833427101	-0.006916229193330011
0.85	-45.55417634649478	-6.571149742681824	-1.5360066597130557
0.95	-38.346324906712596	-10.548969531988702	-5.431557598711243
0.82	-12.591020308781323	-4.398919991540538	-0.5217679274123533
0.94	-38.48828993887902	-5.604269706917157	-0.9864099045323319
0.98	-43.94959738469433	-3.54680076980544	-0.28751352037501426
0.82	-21.2139332708011	-3.1031801533248973	-0.19869156782410993
1.21	-26.08423484241167	-5.089580213707297	-0.7957425855186777
0.97	-40.520568983058844	-7.455080986302491	-2.142142086138775
0.97	-59.66035637648017	-1.6755821474242154	-0.03855291055437102
1.01	-23.39460956002703	-0.718758639836611	-0.003903933016235685
1.04	-35.731223625538924	-0.525103642622348	-0.0016409374993608412
0.95	-41.615116816252176	-3.8068601899859393	-0.35563259219295135
0.9	-57.23408730101344	-4.466356980012968	-0.5438306160607075
0.54	-27.472339749208338	-3.7371019405371784	-0.34160413490584784
0.85	-52.34136755001853	-4.884397650353623	-0.6904719603797191
0.94	-58.87182277967373	-6.202660782984127	-1.313187843764531
0.83	-52.51628990379922	-1.6438359120028523	-0.03613719473161598
0.62	-25.82681605651718	-1.6471509450422133	-0.03665515277765047
0.9	-55.942400566338506	-3.992064187690319	-0.398021269783926
0.86	-38.311767872085866	-7.208596698952112	-1.920594930154585
0.55	-20.595827832835162	-3.2968785818391453	-0.23639744506070423
0.57	-18.449007820938398	-3.6164772313267326	-0.30536605672201433
0.92	-19.957068895933098	-6.535282556260926	-1.5129148593205881
0.66	-18.891201685506907	-4.070940122070894	-0.4192368234068405
1.07	-46.16261928091331	-5.083253568261253	-0.7639344658851746
0.99	-44.84702074397338	-4.214344786269855	-0.4622219899207051
1.0	-17.037109381631133	-3.4917765377120125	-0.27197240496232605
0.79	-41.58282907586545	-7.397310053616216	-2.0750795218155615
0.93	-45.467297857982736	-3.0769228611191686	-0.19861137142158902
0.42	-52.61256151021118	-2.0871559521192085	-0.06884399149648368
1.02	-43.67587268851308	-2.9384643332245526	-0.176370649112651
1.12	-24.192997394084202	-4.828280954022216	-0.6611520715971445
0.98	-16.408929216051273	-2.9533073515111496	-0.17598198314302305
0.8	-18.07784160742695	-1.4805064411893283	-0.027366673601522482
0.94	-10.783851218428804	-2.3585392450046254	-0.09626689926501097
0.2	-52.308888520557566	-3.385462538891116	-0.25472438685555915
1.04	-59.71401697253883	-9.874608455195267	-4.602635513847886
0.3	-42.39171171310281	-3.97106970395183	-0.39267701489142814
0.96	-37.75629219052063	-3.431939406454087	-0.26172283388185147
0.87	-38.17829476111963	-1.2281862071085	-0.01660131529937361
0.86	-13.446223012922777	-6.299175839756143	-1.3632391999433044
0.76	-21.211178090745356	-3.8028793308416056	-0.3467940808149093
0.81	-49.15969635686693	-4.991682678672909	-0.7246623320885766
1.28	-31.877305631464655	-4.817404428398309	-0.6596693242644052
0.62	-32.353261176746145	-2.8589741799819874	-0.1618335750675734
0.54	-26.558168011855724	-2.6870866441840446	-0.13611648752389435
1.2	-42.362343987738356	-2.6253548943986442	-0.12867468121869247
1.21	-58.7751441056072	-0.6561626634374778	-0.003018880264297979
0.98	-14.36534386226236	-4.827656370013852	-0.668419239552068
0.88	-50.19441522735886	-3.600857289471426	-0.30061554082526737
1.06	-37.221693911083264	-3.5399081359613955	-0.2857642074489156
0.87	-21.090512215687284	-1.1883691584276446	-0.015204711237585447
1.14	-22.58990008211927	-3.2870894596663742	-0.23628148817050776
1.1	-11.067399520024964	-1.6350669015792954	-0.035762191245807456
0.94	-31.626139791346933	-3.3408781968967265	-0.2479228139500654
1.02	-20.538221641178847	-2.747283557372567	-0.14460438879755022
0.97	-11.35830140165057	-4.408761759106026	-0.5215309473391118
1.17	-17.823626154154013	-3.809307668148104	-0.3521281288076846
1.01	-15.255395665596085	-3.1380997521364344	-0.20338983155094748
0.67	-33.233725160411865	-2.4290314577136773	-0.10335461930440672
0.47	-42.88744201898976	-5.017374356996407	-0.7270539020475363
1.21	-48.23116071831138	-1.7351021011299719	-0.0418740605490293
0.39	-20.03559455203083	-2.684749400275756	-0.13465959721538523
0.82	-57.55172103808824	-3.526353595541111	-0.2875937746505048
1.06	-24.68748339344294	-1.4705970240703965	-0.027008950768573396
0.63	-13.911785968429381	-6.513368046743946	-1.49575337306728
1.02	-16.098975531567874	-3.397286366643701	-0.26004308658318087
1.1	-14.964402916965255	-2.874599192483945	-0.1639012044734669
1.34	-17.49477571689311	-2.44964424740494	-0.10611877633207205
0.65	-23.14557841894625	-0.9618672005622245	-0.008683543943442201
1.13	-49.0331439002973	-1.1496562715834147	-0.014110271082322165
0.99	-23.37190007125248	-1.9801639413119885	-0.06021390813405763
1.17	-28.102312446666414	-4.193417848802553	-0.4558632504413711
0.98	-51.68173958323892	-4.351608330591377	-0.4985442217297648
0.71	-44.38077119327455	-5.014473868828409	-0.7417946915716929
0.44	-22.85418972959654	-1.9562077244406737	-0.05839323906374419
0.91	-23.211943822895876	-7.880088854855504	-2.5423047393437033
0.81	-48.23742487776832	-7.457164059184135	-2.1633923433930415
1.02	-47.73474961708299	-7.156807744198829	-1.8770896298614899
0.77	-38.71712871239217	-3.8189663026742444	-0.3491384727262576
0.98	-48.9988330727411	-5.290553189730934	-0.8580934998861838
0.62	-14.06403639278699	-0.5704242329430802	-0.002074920978198127
0.97	-20.494684135333408	-3.179956186856242	-0.21488707325806666
1.04	-13.9974402960943	-3.3291710605516514	-0.24732380008073576
1.1	-46.8993350243347	-2.9144020398299104	-0.16991626298957424
0.87	-14.673237895767329	-3.5469168401035813	-0.292056934233346
0.13	-16.74492245528962	-4.095106384167165	-0.4227758620818329
0.89	-59.32944833535215	-5.699104215679609	-1.0588871818338221
0.85	-41.189319907626306	-0.9206780917824835	-0.007582300545980992
0.4	-32.40070702123596	-3.3609657432388778	-0.2518162404378754
1.05	-26.86689618886077	-1.4088289879459488	-0.02424132413068672
0.75	-10.45000515341293	-4.410867888302645	-0.5228408636377062
0.99	-52.19023353581059	-7.1641084568954145	-1.9263048543031938
0.97	-40.863215193603025	-3.8993444817617613	-0.37287988801206257
1.0	-33.08979000960394	-4.46962133650725	-0.531989849204724
0.95	-37.035364990845565	-5.654966921997656	-1.0270351295155589
0.66	-49.773604970280815	-4.007985915447657	-0.40432567819230225
1.34	-19.366812612626536	-1.8384629650464133	-0.04955787013637774
1.09	-22.08263850087915	-2.319483382514368	-0.09168824412356723
0.95	-16.751359589182815	-3.2855429331629438	-0.23608059224801234
0.93	-50.81106482574531	-3.7155355840244866	-0.3278786361693246
1.02	-13.19333058511475	-2.294009421384369	-0.08868175966462448
0.89	-37.68558458397902	-5.9798049777981594	-1.1894818678844692
0.9	-55.04964538377858	-2.1746241745096637	-0.07657064479148262
1.03	-30.716079874850685	-5.029059271576985	-0.7385478650139777
1.32	-17.227759287742547	-4.425045078430214	-0.5194128745039055
0.97	-42.13138238897043	-1.901482874369862	-0.05416360557955089
1.04	-58.57314529990183	-4.747772734251956	-0.6262645579422587
1.1	-50.03107221950012	-5.513398405397085	-0.9686514266812005
1.02	-20.870568882221	-5.254751196234956	-0.831118410990632
1.16	-13.137042860581785	-6.185418302406454	-1.3032750621797538
0.88	-10.140909892546492	-1.3583120817100212	-0.02166593050942343
0.69	-40.09022109940392	-5.8847666748113046	-1.127546324490608
1.0	-33.06458139268209	-4.241013553231714	-0.47515852762992233
1.08	-16.313880621544506	-3.917435730535272	-0.38192929912166185
0.98	-33.636934299798554	-1.4924490407926763	-0.02829075226433217
1.27	-15.25195219915015	-5.98770404452778	-1.1830644611142764
0.46	-31.0594649026265	-3.085999091049288	-0.20020015202575206
1.02	-58.0519037162887	-5.055093473081395	-0.7441969993559749
0.22	-14.055523027802144	-6.133558112764588	-1.2668110875786147
0.9	-14.547484845868249	-1.5272732274760927	-0.029950896717251433
1.08	-13.980308750485655	-2.616676625582784	-0.12618524272879938
1.01	-15.350330287706406	-3.4819769407789405	-0.2818427551596329
0.97	-57.086031352018914	-3.172649025959436	-0.21543279883205094
0.53	-41.074855063639085	-3.0919662606505796	-0.1995926151057622
0.38	-13.740950773597696	-1.3008852180086514	-0.019299817861114035
0.95	-45.36196133188761	-3.709528207250715	-0.32294813499556146
0.81	-13.718391856547164	-3.5738757765586526	-0.2972533221954023
1.13	-48.26577383711618	-5.327160790027117	-0.8675830154030174
0.85	-37.436919075888895	-7.694488780721587	-2.3598404454754216
1.04	-26.851437507380098	-3.425408468737654	-0.25928879667396276
0.93	-33.38060030315854	-6.549180802471772	-1.5256443777581212
0.51	-47.02068945140996	-3.416971065684427	-0.2594071395308288
1.0	-42.474892387415686	-0.3698165611231841	-0.0006407723338609393
0.74	-56.883859733777896	-6.232469894208338	-1.3374760021276255
0.82	-42.95683951401816	-2.9192143878710786	-0.16913167750848598
1.23	-48.61114425463088	-5.475569801668106	-0.927406277229341
1.38	-11.715352328517177	-5.318808197521199	-0.8698131947458696
0.86	-43.26704175927929	-2.908389972391686	-0.16738582305944544
1.26	-18.012485906526823	-6.396607452230796	-1.430506680698511
1.14	-56.252324910916734	-1.652917217304208	-0.03643401800288757
0.15	-41.88059949100288	-6.934116241001377	-1.7861156860247076
1.13	-39.02540686466575	-3.8365176615912486	-0.35386489336057586
0.97	-45.93113979560702	-2.526071667391774	-0.115179337740824
0.91	-12.234671390079468	-5.179351300608611	-0.8085740980166826
0.8	-38.24990754110056	-7.811431535012002	-2.4941120087692363
1.01	-51.480541637713145	-5.161512753426667	-0.7902859611786728
1.26	-56.30217578382869	-4.78675031539235	-0.6545675672976716
0.72	-44.702707958242826	-3.592817859229732	-0.2970143692677332
0.94	-43.38788702681359	-1.6774868914266308	-0.037595415333874144
0.88	-52.87774040833309	-4.219742255832644	-0.455254971999438
1.07	-52.055917227150445	-3.6383254785863253	-0.31019501124025145
1.02	-15.033698015505035	-2.0175862026477844	-0.06194179896131914
1.38	-43.99082538846621	-2.680912670926615	-0.13523683595918853
0.83	-24.385485130366515	-1.5962997556817875	-0.03286108860586086
0.73	-12.979128727912084	-7.678684160808093	-2.3186611839748332
1.23	-11.939882832110374	-1.6774175542867666	-0.03852674815209013
1.12	-44.41232287117451	-5.097620967667543	-0.7672776002384313
0.67	-24.333787018721587	-1.2206260920822227	-0.016355439038112943
1.18	-47.76346382861181	-3.6341542560045945	-0.3083407020209136
0.21	-14.333172676557234	-1.9325834741278105	-0.055080479886988214
0.92	-52.390466676565694	-6.706284659878458	-1.600652688490032
0.9	-46.063117380143986	-1.8175542475720983	-0.04767819689266452
0.92	-44.64953095135013	-0.6278815097639471	-0.002670396764668592
0.83	-11.958413238004026	-3.341312109892252	-0.24825561121837056
0.55	-12.590099674931135	-4.487780381121442	-0.5523369811313494
0.56	-38.04843177590925	-2.5536550233629023	-0.11798453624678856
0.7	-52.408152458318135	-2.5843981122020967	-0.12129336599593742
0.28	-58.55646249156053	-2.1638820845985887	-0.0754055356497583
1.05	-14.061949096500516	-3.340867276202193	-0.24799655818413835
1.02	-28.798150887915167	-1.3406041494922396	-0.021295112982496516
0.79	-52.08542206967495	-3.250761638806364	-0.23262588638428897
1.06	-53.624207178123555	-4.435943109947329	-0.5369221646273272
1.12	-46.777969464563945	-1.554954688047439	-0.031140083678361744
1.14	-28.051586889981085	-6.964243515037323	-1.7773581507093386
0.48	-15.778600482370315	-3.991050339092701	-0.400321475216952
1.05	-16.41578496984272	-2.4273555773870976	-0.105384009956643
1.1	-12.839397204524897	-3.7523454885526206	-0.3377300695817028
1.32	-52.8854871220786	-4.851952189507365	-0.6664128228825951
0.83	-31.24521366712481	-1.6417604749098738	-0.03587495887822147
0.69	-51.026870602385245	-5.122005123588891	-0.784067537099362
1.16	-54.484873753476734	-2.0857012280903637	-0.06892664471005021
1.0	-19.99177038017942	-2.7712804338084074	-0.1483670217995401
0.29	-35.52560908073441	-3.0106466999087202	-0.18722551026487239
0.83	-48.11062056625126	-6.631577600153084	-1.582350474723749
1.04	-11.792362622320699	-1.036056350351667	-0.010461510325407517
0.91	-31.418728426463467	-1.277725435471501	-0.018128632280477536
1.29	-55.92692837923767	-4.612787135483471	-0.5909955860745105
1.03	-31.310691204793912	-6.378382493085928	-1.4266894667404761
0.99	-24.667175932729833	-8.156207502354249	-2.7373851462098306
1.04	-26.240146411388118	-1.2654320456610375	-0.017859521479302844
0.99	-37.41932775833917	-4.4066954290703615	-0.525033832693683
0.89	-48.11401876808201	-4.902955614531725	-0.6867164379355185
1.1	-17.032506434140046	-2.979551412139609	-0.18056396194029561
0.88	-25.16869007988643	-1.0714134754208646	-0.011343061199594127
0.85	-15.912691008276472	-3.1231582711703068	-0.20496901195693928
0.94	-41.13994297173705	-2.8902237080377615	-0.1668263855198985
1.07	-42.79845757739308	-2.809105052645296	-0.15258731971400571
0.78	-40.97603806245216	-2.5439079731340173	-0.11666919464003711
0.76	-23.10755295673885	-6.07601172732738	-1.24489371884317
1.06	-18.781835993818742	-3.704937216378041	-0.3280001277275161
0.97	-52.73942057659746	-6.608111421377867	-1.5348990642964468
1.15	-15.912540505936803	-2.727331786433461	-0.14260808386118
0.92	-50.46999204894563	-5.2216005191599955	-0.8164782172402953
1.18	-33.149875409931084	-8.433127444438835	-2.9633383800312245
1.09	-23.09879118846485	-3.9502612047063423	-0.3882113994757631
1.06	-49.93764234174301	-7.235175755902514	-1.992158749515623
0.94	-21.840759040383542	-1.6935032372224552	-0.03970295705895008
1.09	-57.17441032611154	-3.0986217476332434	-0.2042434916604781
1.08	-42.56811051263694	-3.439373857601903	-0.2649536297545696
0.91	-18.993456894457008	-5.185673975038338	-0.8027122132246639
1.08	-49.38212311124396	-1.7618882695452047	-0.04468741716341904
0.63	-16.978709748551005	-2.6039439142036622	-0.12679794280714973
1.11	-53.09068351211736	-4.980654464263405	-0.7214503455382576
1.06	-18.839840670205902	-4.710509874947176	-0.6175999178190096
1.24	-18.1882649139087	-5.589239146776912	-0.9996805735032855
0.88	-15.88392786832922	-1.1783307846108388	-0.014897830403272461
0.98	-42.87752002497636	-3.069328914272611	-0.19899186051649095
0.86	-56.262496974798204	-3.3193282992009205	-0.2433869854949096
0.94	-44.560894940339196	-3.7072580533407624	-0.3280534778573922
1.24	-47.86133513766025	-4.700962919796324	-0.6169690737303117
0.98	-48.09367760738408	-4.9069849641921826	-0.7041726528931417
0.93	-46.52170185591949	-9.35736400099043	-4.001165388322497
0.96	-29.32338843180152	-4.083949188073678	-0.4248370653426338
1.1	-32.26583694801212	-4.92562161118671	-0.7047204990347404
0.54	-24.483892420140222	-2.596266845809901	-0.1251146233134569
1.01	-10.719896580007639	-1.33512645613468	-0.020356956170851058
1.01	-17.216594735551233	-4.402673805723224	-0.5156459719143452
0.84	-50.14858473162567	-1.4776549692396148	-0.02726438510392623
0.64	-15.75775772462253	-1.2008551303229138	-0.01581690513150125
0.96	-10.50377299280865	-5.823039231616702	-1.0856271177767711
0.95	-23.019793240391273	-3.056006286943754	-0.19131243414952787
1.02	-32.46836087042438	-4.247655276324824	-0.46498911500541457
0.88	-25.884510205829066	-1.6431292442835193	-0.03572291697192905
0.38	-27.32273042959297	-3.8919257084067804	-0.36945899219081246
1.04	-33.978303989396764	-6.429551728193033	-1.4605052374022933
1.15	-11.96604605018052	-7.6758027686180075	-2.3275187490549705
0.97	-32.20552840588062	-4.927172002928494	-0.69373580527232
0.8	-16.26422323289058	-0.9862936369075292	-0.009040199763717794
1.11	-35.79223624789255	-4.3667344439509765	-0.5028443920548658
1.23	-55.050777252423295	-1.2032889763318202	-0.015650029758952032
0.7	-13.645125343839144	-4.006418286699998	-0.40140281119550303
0.98	-18.21989410164928	-2.1979298985851834	-0.07903020450295524
0.8	-19.207109467806788	-1.492818771926076	-0.027574304027864673
1.09	-48.48885575943021	-2.4445288777695904	-0.10472263313005284
0.71	-34.00748995140885	-2.1970284360623404	-0.07899475921726205
0.79	-35.714668180241844	-6.909791408127809	-1.7613519828068271
1.18	-10.879416681566846	-2.2598206444566618	-0.08552786748558205
0.9	-27.10823716212935	-8.749549810382954	-3.2915807276941504
1.1	-50.17398601998144	-5.647820345553793	-1.0190269236995866
1.02	-36.783954510450116	-8.887158073937876	-3.3975889478509047
1.15	-54.72977451427622	-1.6517223584093519	-0.03671359041771742
0.92	-32.00512289569911	-5.8388740178907526	-1.1058845775946837
0.8	-32.59812629489433	-2.859036176670878	-0.16063420785711494
0.96	-29.019251647496166	-3.991635990905107	-0.4110654005052738
0.9	-53.74759816427879	-1.3860863170740299	-0.023072837902932075
0.6	-14.844533314721266	-5.488285956483022	-0.9320202994510711
1.22	-38.325801239516444	-4.655000292163233	-0.6225242644363388
0.9	-34.01723970785987	-2.2517464562843883	-0.08513977173521771
0.94	-59.050192556202646	-6.146748745015806	-1.278331338164064
1.17	-56.20447101256996	-4.358857870422055	-0.49724248986185565
0.87	-14.226627936641307	-1.4799666762665638	-0.02691618870535828
0.85	-24.193328286709665	-3.0861149285830773	-0.19993992805828542
1.22	-10.631595213084557	-7.3756808486975025	-2.078675622612991
0.92	-14.515706989678137	-4.516737187403862	-0.5536460973376487
0.92	-31.37669126857106	-6.214709606520016	-1.3147529886592313
0.9	-39.86521334225863	-2.1316882038051	-0.07306021738219212
0.9	-17.792076840756636	-4.994748465617736	-0.7316768302846879
1.31	-19.62616316837201	-4.114868096610837	-0.430153653344967
0.64	-21.936668259334105	-0.7026251013677576	-0.003619560915692043
0.78	-44.62359217956889	-1.5652011204337448	-0.032097799834074105
0.79	-12.641591142917736	-3.738440258571825	-0.33629004302593296
0.5	-43.343586727246546	-1.445629075877566	-0.025523311724362372
0.56	-36.22814839875598	-4.443673005576008	-0.5248189623282068
0.77	-23.059696572075158	-5.418364487220314	-0.9037264841504964
1.0	-51.82200417955672	-5.299269831090636	-0.8531305282532607
1.19	-25.31781602495093	-2.0370929711534784	-0.0650713606269721
1.06	-50.82496343346504	-4.1072968250637	-0.42532305327997133
0.82	-15.47834882201068	-4.53639218187209	-0.5605011905259362
0.8	-23.242004313168575	-1.9145040187073026	-0.05475345137857211
1.21	-40.27097725180124	-5.465376017063242	-0.9252763825686801
0.93	-26.70981329147054	-5.144619865636619	-0.7854440097608403
0.34	-59.48139831577109	-2.444813998660922	-0.10580531549499762
1.24	-29.81786012897909	-3.2801135471955547	-0.23878226475531472
0.22	-28.718570928271593	-1.3061077091136952	-0.01944308787598103
0.97	-35.41028308692092	-0.2727639812414589	-0.0002834207345349306
1.39	-12.520425698932254	-4.283317405680879	-0.4772820168185065
0.91	-30.583143479338418	-5.457095593542123	-0.9184176672406245
0.95	-26.25478175587413	-1.1005840880299353	-0.012228744492018422
1.19	-24.674407629151936	-0.69003265163409	-0.003510643551773463
0.91	-25.40922946156094	-5.693193370474807	-1.0229331464685476
1.07	-31.575206892541466	-2.18232347229021	-0.0777543357609008
0.91	-45.028305153439014	-1.1950525499886544	-0.015317480453496016
0.81	-41.396175175024965	-4.281943667433614	-0.4905985892907622
