stellar_mass	orb_period	planet_mass	env_mass
1.13	-13.880963954799016	-8.586196015569042	-1.3382405068567946
0.85	-50.3710319823478	-3.097180050063039	-1.1298709819049617
0.93	-41.700160722165606	-6.421655890198375	-1.0108014415207764
0.93	-29.05530614735243	-4.135109456696865	-1.1563158261631958
1.01	-57.51448283452563	-5.276996307989572	-1.308662360517011
0.84	-20.1176266928329	-4.764228851569051	-1.2400873790720992
1.11	-36.53182757608805	-4.953451980445355	-1.1294388139788754
0.67	-40.15500730596085	-2.3722985590108188	-1.0234805393835347
0.96	-24.90587667127442	-2.790806061001751	-1.1478018024195495
1.16	-43.78366938352737	-3.639668968942013	-1.1374308623260985
0.51	-34.98746672017258	-2.920913466359861	-1.084076159028544
0.87	-54.253761650926386	-6.409855802647774	-1.1132300677602143
1.13	-18.933408625644656	-2.2061811351964247	-1.1553324279514685
1.02	-56.24414334732512	-1.8947909475701117	-1.1946088835203963
1.0	-21.560067829222128	-2.6762713319463822	-1.0574165018862436
0.69	-48.33300667952685	-5.339467928123072	-1.2083309185046676
1.16	-54.187573134559614	-0.8831862750704251	-1.032955912529839
0.56	-33.0625339112773	-3.073004910411308	-1.0569557353822105
0.99	-37.29333470395469	-2.439002089871525	-1.1815736230406053
1.24	-54.55935441391413	-3.885260561038846	-1.1991179134025316
0.52	-10.478821813690333	-5.62105327840267	-1.2851266880721939
1.1	-27.29051015579501	-2.9573556332884166	-1.1755034720287882
1.06	-15.04161656315224	-2.945122369550433	-1.32658382104682
0.89	-11.29345245535341	-5.2902208338335726	-1.2512109204711217
0.7	-10.419473482079747	-4.111912878178687	-1.1758206105911757
0.67	-48.63527915186662	-3.953339455452955	-1.2846694423324188
0.78	-14.784923749729758	-3.536671885004302	-1.1455340330998118
0.95	-50.60277499861499	-5.04003311047047	-1.034226913516739
1.01	-23.698924377059022	-3.936232633706415	-1.2482284429326338
1.0	-33.170690818758786	-4.100399077466746	-1.0799572414462566
0.88	-12.103759607174172	-2.7556600985771027	-1.3400799961913803
0.94	-50.10686926828198	-4.8486745222063865	-1.0590085970588023
1.08	-13.731036942995154	-2.7853252382178604	-1.3290416199338682
0.9	-37.02245007949499	-0.7991572231027272	-1.0504706988306227
1.08	-28.736943036081723	-0.7958077650771842	-1.2440357625810472
0.76	-25.450430731607604	-6.700587967077748	-1.3297348692833155
0.76	-49.255518905001914	-2.8291137345528203	-1.0571639292162074
1.2	-58.450978035942015	-4.525353591365156	-1.1265273403718268
1.2	-53.26418067977382	-1.7656069163298707	-1.2267891285077965
0.83	-44.44927307523104	-6.678617232099446	-1.0116042134293117
0.86	-41.322964978507244	-3.6146085101942163	-1.250585159643803
1.0	-52.98386970758583	-6.526621710103788	-1.0594214163148983
0.88	-20.768599182780992	-7.187605918667431	-1.01232943674219
0.98	-34.707163512217804	-1.561751704670064	-1.015158796081939
0.46	-53.99522749196405	-4.045370140797761	-1.094841559194853
1.21	-58.540322008318704	-2.4450506347066865	-1.3417450866471727
0.82	-20.72423083624891	-2.882568555047951	-1.0105271488572904
1.14	-49.33731751450597	-4.842957068658262	-1.0993679580337248
0.94	-14.93750175499444	-5.202496298085627	-1.0937739712110146
1.06	-12.084015465542006	-4.691442972011062	-1.2883934879603842
0.68	-16.56847067126688	-4.300046499124457	-1.1842182301826438
1.02	-56.05471814145821	-2.1635154511891344	-1.0762316130196947
0.92	-20.952485081503433	-3.604476927270852	-1.0195897106116225
